 В-1 МКРН.|СТР.34|САМАРСКАЯ ОБЛ.,ЖИГУЛЕВСК|ПОЛИКЛИНИКА №  2 ЦГБ ЖИГУЛЕВСКОЙ|Поликлиника - взрослая
ЯРОСЛАВСКАЯ|42|АРХАНГЕЛЬСК|ПОЛИКЛИНИКА ГКБ №  7|Поликлиника - взрослая
ЯРОСЛАВСКАЯ|8 К.4|МОСКВА|АПТЕКА '366' № 99|Сетевая аптека
ЯРОСЛАВСКОГО|18|ЧИТА|ГОР.ПОЛИКЛИНИКА №  6 ГУЗ|Поликлиника - взрослая
ЯШЬЛЕК ПР-Т|13|ТАТАРСТАН,НАБЕРЕЖНЫЕ ЧЕЛНЫ|ГОР.ПОЛИКЛИНИКА №  7 МУЗ|Поликлиника - взрослая
28-Я ЛИНИЯ УЛ.|55|РОСТОВ-НА-ДОНУ Г.|ГОР.ПОЛИКЛИНИКА №2 Г.РОСТОВА-НА-ДОНУ|Поликлиника - взрослая
2-Й КВ-Л|12|САМАРА|МСЧ 'АВИАГОРОД' ЗАО|Мед.сан.часть (поликлиника)
2-Й МКРН.|17|СТАВРОПОЛЬСКИЙ КРАЙ,НЕФТЕКУМСК|ПОЛИКЛИНИКА ПРИ ЦРБ|Поликлиника - взрослая
2-Й ПАРХОМЕНКО ПЕР.|7|НОВОСИБИРСК|ГОР.ПОЛИКЛИНИКА № 26 ПОЛИКЛИНИЧЕСКОЕ ОТД.№ 2|Поликлиника - взрослая
2-Я ВЛАДИМИРСКАЯ|-|МОСКВА|ГОР.ПОЛИКЛИНИКА № 69 ГУЗ|Поликлиника - взрослая
2-Я ИНСТИТУТСКАЯ|04.янв|МО,МЫТИЩИ|ГОР.ПОЛИКЛИНИКА №  4|Поликлиника - взрослая
2-Я ФРУНЗЕНСКАЯ|4|МОСКВА|ГОР.ПОЛИКЛИНИКА №  2 МЕД.ЦЕНТРА УПР.ДЕЛАМИ ПРЕЗИДЕНТА|Поликлиника - взрослая
34 МКРН.|06.янв|БАШКОРТОСТАН,ОКТЯБРЬСКИЙ|ГОР.ПОЛИКЛИНИКА №  2 ПРИ ГБ №  2|Поликлиника - взрослая
3-ГО ИНТЕРНАЦИОНАЛА|69|ЧЕЛЯБИНСК|ПОЛИКЛИНИКА ГКБ №  5 ФИЛИАЛ|Поликлиника - взрослая
3-ГО ИЮЛЯ|20|ИРКУТСК|КЛИНИКА СИБИРСКОГО ЗДОРОВЬЯ|Поликлиника - взрослая
3-Й КВ-Л|9|САМАРА,ПОС.МЕХЗАВОД|ПОЛИКЛИНИКА №  2 ГБ №  7 ММУ|Поликлиника - взрослая
3-Й МИХАЛКОВСКИЙ ПЕР.|22|МОСКВА|ГОР.ПОЛИКЛИНИКА №142|Поликлиника - взрослая
3-Я ЗЕЛЕНГИНСКАЯ|56|АСТРАХАНЬ|АПТЕКА 'ПЛЮС'|Аптека
3-Я КАРАЧАРОВСКАЯ|-|МОСКВА|ГОР.ПОЛИКЛИНИКА №225|Поликлиника - взрослая
3-Я ЛЕНИНГРАДСКАЯ|50|ОМСК|ЦЕНТР ГЕРОНТОЛОГИЧЕСКИЙ НЕЖИНСКИЙ|Медицинский центр - взрослый
3-Я ЛИНИЯ ВО|50|САНКТ-ПЕТЕРБУРГ|ГОР.ПОЛИКЛИНИКА №  3 ПОЛИКЛИНИЧЕСКОЕ ОТД. №  2|Поликлиника - взрослая
4 МКР.|53|ТЮМЕНСКАЯ ОБЛ.,ТОБОЛЬСК|ГОР.ПОЛИКЛИНИКА МУЗ|Поликлиника - взрослая
40 ЛЕТ ВЛКСМ|129А|КРАСНОДАРСКИЙ КРАЙ,БЕЛОРЕЧЕНСК|ПОЛИКЛИНИКА ПРИ БОЛЬНИЦЕ УЗЛОВОЙ|Поликлиника - взрослая
40 ЛЕТ ВЛКСМ|21Г|ВОЛГОГРАД|АПТЕКА 'САРЕПТСКАЯ' 'ИП БАШКОВ' №  2|Аптека
40 ЛЕТ ВЛКСМ|24А|ВОЛГОГРАД|АПТЕКА 'ВОЛГА-МЕД 2000'|Аптека
40 ЛЕТ ОКТЯБРЯ|8|ЕКАТЕРИНБУРГ|ПОЛИКЛИНИКА ГУФСИН|Поликлиника - взрослая
40-ЛЕТИЯ ПОБЕДЫ ПР-Т|57Б|РОСТОВ-НА-ДОНУ Г.|ГОР.ПОЛИКЛИНИКА №9 Г.РОСТОВА-НА-ДОНУ|Поликлиника - взрослая
4-Й ДЕРБЕНЕВСКИЙ ПЕР.|3|МОСКВА|ГОР.ПОЛИКЛИНИКА № 32 ГУЗ|Поликлиника - взрослая
4-Й ДОБРЫНИНСКИЙ ПЕР.|4|МОСКВА|МЕД.ЦЕНТР МЕДИНЦЕНТР ГЛАВУПДК МИД РФ ФИЛИАЛ|Медицинский центр - взрослый
4-Й КРУТИЦКИЙ ПЕР.|10|МОСКВА|ПОЛИКЛИНИКА НПО СКАЛ|Поликлиника - взрослая
4-Й РАБОЧИЙ ПР.|3|САРАТОВ|ПОЛИКЛИНИКА ГКБ №  5|Поликлиника - взрослая
50 ЛЕТ ВЛКСМ|21|НИЖЕГОРОДСКАЯ ОБЛ.,АРЗАМАС|ПОЛИКЛИНИКА ПРИ ГБ №  1|Поликлиника - взрослая
50 ЛЕТ КОМСОМОЛА ПР-Т|63|КЕМЕРОВСКАЯ ОБЛ.,МЕЖДУРЕЧЕНСК|ОБЩАЯ ВРАЧЕБНАЯ ПРАКТИКА №  2 ФИЛИАЛ ПОЛИКЛИНИКИ №  1 ЦГБ|Поликлиника - взрослая
50 ЛЕТ КОМСОМОЛА ПР-Т|9|КЕМЕРОВСКАЯ ОБЛ.,МЕЖДУРЕЧЕНСК|ОБЩАЯ ВРАЧЕБНАЯ ПРАКТИКА №  1 ФИЛИАЛ ПОЛ. №  1 ЦГБ|Поликлиника - взрослая
50 ЛЕТ ОКТЯБРЯ|10|КЕМЕРОВО|ПОЛИКЛИНИКА ГОСПИТАЛЯ ВЕТЕРАНОВ ВОЙН|Поликлиника - взрослая
50 ЛЕТ ОКТЯБРЯ|3|ТЮМЕНЬ|АПТЕКА 'ФАРММЕДСЕРВИС' № 14|Сетевая аптека
50 ЛЕТ ОКТЯБРЯ|47|ТЮМЕНЬ|АПТЕКА 'НАРОДНАЯ АПТЕКА'|Аптека
50 ЛЕТ ОКТЯБРЯ ПР-Т|118А|САРАТОВ|МСЧ 'ГАЗПРОМ ТРАНС ГАЗ САРАТОВ'|Мед.сан.часть (поликлиника)
50-ЛЕТИЯ ОКТЯБРЯ ПР-Т|21А|МО,КЛИМОВСК|ПОЛИКЛИНИКА ГКБ №  2|Поликлиника - взрослая
5-Й ВИНОГРАДНЫЙ ПР.|22|ПЕНЗА|АМБУЛАТОРИЯ №  2 БСМП ИМ.Г.А.ЗАХАРЬИНА|Амбулатория
5-Я СОВЕТСКАЯ|23|САНКТ-ПЕТЕРБУРГ|МЕД.ЦЕНТР 'ОЛМЕД'|Медицинский центр - взрослый
60 ЛЕТ ОКТЯБРЯ|26|КРАСНОЯРСК|ПТД №  1 КРАЕВОЙ|Диспансер
6А МКРН.|12|ИРКУТСКАЯ ОБЛ.,АНГАРСК|ЛДЦ 'МАНО'|Диагностический центр взрослый
6-Й МК-Н|8|ЭЛИСТА|ГОР.ПОЛИКЛИНИКА ФИЛИАЛ №  1|Поликлиника - взрослая
7 МКРН.|9|КЕМЕРОВСКАЯ ОБЛ.,ЛЕНИНСК-КУЗНЕЦКИЙ|ЦЕНТР ПРОФПАТОЛОГИИ ПРИ НКЦ ОХРАНЫ ЗДОРОВЬЯ ШАХТЕРОВ|Медицинский центр - взрослый
7-Й КВ-Л|1|ИРКУТСКАЯ ОБЛ.,АНГАРСК|МСЧ № 36 ЧУ|Мед.сан.часть (поликлиника)
7-Я АВТОДОРОГА|-|ВОЛГОГРАДСКАЯ ОБЛ.,ВОЛЖСКИЙ|МСЧ ТРУБНОГО ЗАВОДА|Мед.сан.часть (поликлиника)
7-Я ПАРКОВАЯ|19|МОСКВА|МЕД.ЦЕНТР БЛАГОДАТЬ|Медицинский центр - взрослый
8 МАРТА|185/4|ЕКАТЕРИНБУРГ|КЛИНИКА 'ЯХОНТ-98'|Поликлиника - взрослая
8 МАРТА|3|ЕКАТЕРИНБУРГ|ПОЛИКЛИНИКА ОКБ №  2|Поликлиника - взрослая
8 МАРТА|84|ЕКАТЕРИНБУРГ|ПОЛИКЛИНИКА №  3 ЦГБ №  6|Поликлиника - взрослая
8-Й КВ-Л|5|САРАТОВСКАЯ ОБЛ.,ЭНГЕЛЬС-19|ГОР.ПОЛИКЛИНИКА №  4|Поликлиника - взрослая
8-Я ЛИНИЯ|77А|САНКТ-ПЕТЕРБУРГ|ГОР.ПОЛИКЛИНИКА ПРИ СПБГУ|Поликлиника - взрослая
9-ГО ЯНВАРЯ|130|ВОРОНЕЖ|АПТЕКА 'СЕМЕЙНАЯ' №  3|Сетевая аптека
А.ПЕТРОВА|264|БАРНАУЛ|МЕД.ЦЕНТР 'НАДЕЖДА' ПОЛИКЛИНИКА 'ЗДОРОВЬЕ'|Поликлиника - взрослая
АБРАМЦЕВСКОЕ Ш.|1|МО,ХОТЬКОВО|ГОР.ПОЛИКЛИНИКА ПРИ ГБ ХОТЬКОВСКОЙ|Поликлиника - взрослая
АБРИКОСОВАЯ|21А|КРАСНОДАРСКИЙ КРАЙ,СОЧИ|ГОР.ПОЛИКЛИНИКА №  1 ФИЛИАЛ №  5|Поликлиника - взрослая
АБРИКОСОВАЯ|8А|КРАСНОДАРСКИЙ КРАЙ,СОЧИ|АПТЕКА 'САНАРЕ ЛТД'|Сетевая аптека
АВИАСТРОИТЕЛЕЙ ПР.|3|САРАТОВ|ПОЛИКЛИНИКА ГКБ № 11|Поликлиника - взрослая
АВИАТОРОВ|2|ЕКАТЕРИНБУРГ,ПОС.КОЛЬЦОВО|ПОЛИКЛИНИКА ПРИ ЦГКБ №  1 2-Е ПОЛИКЛИНИЧЕСКОЕ ОТД.|Поликлиника - взрослая
АВИАТОРОВ|5|МО,ЛЮБЕРЦЫ|ГОР.ПОЛИКЛИНИКА №  1|Поликлиника - взрослая
АВРОРЫ|122|САМАРА|ПОЛИКЛИНИКА ФГУП 'СУ №508'|Поликлиника - взрослая
АВТОСТРОИТЕЛЕЙ|50 А|САМАРСКАЯ ОБЛ.,ТОЛЬЯТТИ|МЕД.ЦЕНТР 'МЕДИКОР'|Медицинский центр - взрослый
АГИБАЛОВА|12|САМАРА|ПОЛИКЛИНИКА БОЛЬНИЦЫ ДОРОЖНОЙ НА СТ.САМАРА ОАО 'РЖД' НУЗ|Поликлиника - взрослая
АДМИРАЛА МАКАРОВА|1Е|ЛИПЕЦК|ПОЛИКЛИНИКА ПРИ ДИСПАНСЕРЕ ОНКОЛОГИЧЕСКОМ|Поликлиника - взрослая
АДМИРАЛА НАХИМОВА|135|АСТРАХАНЬ|ГОР.ПОЛИКЛИНИКА №  3|Поликлиника - взрослая
АДОРАТСКОГО|17|КАЗАНЬ|МЕД.ЦЕНТР 'МЕДЕЛ'|Медицинский центр - взрослый
АЙДАРОВА|116|КАЗАНЬ|АМБУЛАТОРИЯ ВРАЧЕБНАЯ ПОЛИКЛИНИКИ ГБ № 12|Амбулатория
АКАДЕМГОРОДОК|52|КРАСНОЯРСК|ПОЛИКЛИНИКА ГБ №  1 ГУФСИН|Поликлиника - взрослая
АКАДЕМИКА АНОХИНА|-|МОСКВА|ПОЛИКЛИНИКА НЦ КАРДИОАНГИОЛОГИИ|Поликлиника - взрослая
АКАДЕМИКА БАЙКОВА|25.янв|САНКТ-ПЕТЕРБУРГ|ГОР.ПОЛИКЛИНИКА №112 МУЗ|Поликлиника - взрослая
АКАДЕМИКА БАХА|2|НИЖНИЙ НОВГОРОД|АПТЕКА 'ВОЛГА-НАТУР-ПРОДУКТ' №  1|Аптека
АКАДЕМИКА ГЛУШКО|30|КАЗАНЬ|МЕД.ЦЕНТР 'АРТИУМ'|Медицинский центр - взрослый
АКАДЕМИКА ГУБКИНА|28А|КАЗАНЬ|ГОР.ПОЛИКЛИНИКА №  6 ФИЛИАЛ №  2 МУЗ|Поликлиника - взрослая
АКАДЕМИКА КУРЧАТОВА|17|КРАСНОЯРСК|ГОР.ПОЛИКЛИНИКА №  4|Поликлиника - взрослая
АКАДЕМИКА МАЛЬЦЕВА|45|ИВАНОВО|ПОЛИКЛИНИКА №  2 ГКБ №  2 МУЗ|Поликлиника - взрослая
АКАДЕМИКА МИЛЛИОНЩИКОВА|1|МОСКВА|ГКБ № 79 ПОЛИКЛИНИЧЕСКОЕ ОТД.№  1|Поликлиника - взрослая
АКАДЕМИКА ОБРАЗЦОВА|27|ИРКУТСК|ПОЛИКЛИНИКА №  2 БОЛЬНИЦЫ ДОРОЖНОЙ|Поликлиника - взрослая
АКАДЕМИКА САХАРОВА УЛ.|7|МОСКВА|ПОЛИКЛИНИКА ЦЕНТРАВИАМЕД|Поликлиника - взрослая
АКАДЕМИКА СЕМЕНОВА|-|МОСКВА|ГОР.ПОЛИКЛИНИКА №207|Поликлиника - взрослая
АКАДЕМИКА СКРЯБИНА|3|МОСКВА|ЛДЦ № 12 МИН.ОБОРОНЫ РФ|Диагностический центр взрослый
АКАДЕМИКА ЧЕЛОМЕЯ|-|МОСКВА|МЕД.ЦЕНТР ПРИМАМЕДИКА|Медицинский центр - взрослый
АКАДЕМИКА ШВАРЦА|14|ЕКАТЕРИНБУРГ|СЕМЕЙНАЯ КЛИНИКА 'ДИНАСТИЯ'|Поликлиника - взрослая
АКАДЕМИКА ШВАРЦА|14Г|ЕКАТЕРИНБУРГ|ПОЛИКЛИНИКА №  2 ЦГБ № 24|Поликлиника - взрослая
АКАДЕМИКА ШВАРЦА|16.фев|ЕКАТЕРИНБУРГ|ЦЕНТР ЛЕЧЕНИЯ БОЛИ ПРОФЕССОРА ГЕРАСИМОВА ФИЛИАЛ|Медицинский центр - взрослый
ВЛАДИМИРОВСКИЙ СПУСК|2А|НОВОСИБИРСК|МЕД.ЦЕНТР 'МЕДКЛУБ' БОЛЬНИЦЫ ДОРОЖНОЙ 'РЖД'|Медицинский центр - взрослый
ВОЕВОДСКОГО|18|НОВОСИБИРСК|ДИСПАНСЕР АКАДЕМИЧЕСКИЙ ЦКБ СО РАН|Диспансер
ВОЕННАЯ|22|ЕКАТЕРИНБУРГ|КДЦ 'КОНСИЛИУМ'|Диагностический центр взрослый
ВОЕННЫЙ ГОРОДОК 11|<>|ЧЕЛЯБИНСК|ГОР.ПОЛИКЛИНИКА №  5 ФИЛИАЛ|Поликлиника - взрослая
ВОЗДВИЖЕНКА|-|МОСКВА|МЕД.ЦЕНТР УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА КОРПУС № 11|Медицинский центр - взрослый
ВОЙКОВА|11А|ВЛАДИМИРСКАЯ ОБЛ.,МУРОМ|ПОЛИКЛИНИКА №  1 ГБ №  3|Поликлиника - взрослая
ВОЙКОВА УЛ.|55|ТОМСК|МЕД.ЦЕНТР 'ЦЕНТР СЕМЕЙНОЙ МЕДИЦИНЫ'|Медицинский центр - взрослый
ВОКЗАЛЬНАЯ|2|МО,ПУШКИНО|ПОЛИКЛИНИКА ПРИ БОЛЬНИЦЕ ЖЕЛЕЗНОДОРОЖНОЙ|Поликлиника - взрослая
ВОКЗАЛЬНАЯ|43|ОРЕНБУРГСКАЯ ОБЛ.,ОРСК|ПОЛИКЛИНИКА ПРИ БОЛЬНИЦЕ ОТДЕЛЕНЧЕСКОЙ НА СТ.ОРСК|Поликлиника - взрослая
ВОЛГОГРАДСКАЯ|14|БАШКОРТОСТАН,БЕЛЕБЕЙ|ГОР.ПОЛИКЛИНИКА|Поликлиника - взрослая
ВОЛГОГРАДСКИЙ ПР-Т|78А|МОСКВА|АПТЕКА 'ММЦ ЛТД'|Аптека
ВОЛГОДОНСКАЯ|8А|ОМСК|ПОЛИКЛИНИКА №  3 ОКБ НА СТ.ОМСК-ПАССАЖИРСКИЙ МУЗ|Поликлиника - взрослая
ВОЛОКОЛАМСКОЕ Ш.|84|МОСКВА|КДЦ ЦКБ №  1 РЖД|Диагностический центр взрослый
ВОЛОКОЛАМСКОЕ Ш.|84|МОСКВА|ПОЛИКЛИНИКА ЦКБ №  1 РЖД|Поликлиника - взрослая
ВОРОВСКОГО|17|ЧЕЛЯБИНСК|АПТЕЧНЫЙ ПУНКТ 'КЛАССИКА' №  1|Аптека
ВОРОВСКОГО|9А|ЧЕЛЯБИНСК|ГОР.ПОЛИКЛИНИКА ФИЗИОТЕРАПЕВТИЧЕСКАЯ ЗАО|Поликлиника - взрослая
ВОРОВСКОГО УЛ.|20|ЛО,КИНГИСЕПП|ГОР.ПОЛИКЛИНИКА|Поликлиника - взрослая
ВОРОНЕЖСКАЯ|1|УЛАН-УДЭ,ПОС.СТЕКЛОЗАВОД|ГОР.ПОЛИКЛИНИКА №  1 3-Е ОТДЕЛЕНИЕ|Поликлиника - взрослая
ВОРОНЕЖСКАЯ УЛ., 49|-|ХАБАРОВСК Г|ТЕРАПЕВТИЧЕСКОЕ|Поликлиника взр.
ВОРОНЦОВСКАЯ|-|МОСКВА|ПОЛИКЛИНИКА СЕМЕЙНЫЙ ДОКТОР №  1|Поликлиника - взрослая
ВОРОНЦОВСКАЯ|8|МОСКВА|ОН КЛИНИК|Медицинский центр - взрослый
ВОРОПАЕВА УЛ., 5|-|ВЛАДИВОСТОК Г|ПОЛИКЛИНИКА ГКБ №4|Поликлиника взр.
ВОРОШИЛОВА|115|ИЖЕВСК|ГОРОДСКАЯ ПОЛИКЛИНИКА №4|Поликлиника - взрослая
ВОРОШИЛОВА|37|КРАСНОДАРСКИЙ КРАЙ,ГОРЯЧИЙ КЛЮЧ|АПТЕКА '777'|Аптека
ВОРОШИЛОВА|37Б/3|КРАСНОДАРСКИЙ КРАЙ,ГОРЯЧИЙ КЛЮЧ|АПТЕКА 'МОНО' ООО|Аптека
ВОРОШИЛОВА|57|САМАРСКАЯ ОБЛ.,ТОЛЬЯТТИ|АПТЕКА 'ИМПЛОЗИЯ' № 63-108|Сетевая аптека
ВОССТАНИЯ|30|САНКТ-ПЕТЕРБУРГ|АПТЕКА № 33|Аптека
ВОССТАНИЯ|50|КАЗАНЬ|ГОР.ПОЛИКЛИНИКА № 11|Поликлиника - взрослая
ВОСТОЧНАЯ|2|ЛО,ПГТ СИВЕРСКИЙ|ПОЛИКЛИНИКА СИВЕРСКАЯ|Поликлиника - взрослая
ВОСТОЧНАЯ ПРОМЗОНА|<>|НИЖЕГОРОДСКАЯ ОБЛ.,ДЗЕРЖИНСК|МСЧ 'ЗДРАВНИЦА' СИБУРНЕФТЕХИМ ПОЛИКЛИНИКА №  1|Мед.сан.часть (поликлиника)
ВОСТОЧНАЯ УЛ.|4А|РОСТОВ-НА-ДОНУ Г.|МЕД.ЦЕНТР СЛАВИЯ|Поликлиника - взрослая
ВУЧЕТИЧА|21|МОСКВА|КДЦ ГКБ № 50|Диагностический центр взрослый
ВЫСОКАЯ|19\2|МОСКВА|МЕД.ЦЕНТР КОЛОМЕНСКИЙ|Медицинский центр - взрослый
ВЫСОКАЯ|8|САРАТОВ|ГОР.ПОЛИКЛИНИКА № 11|Поликлиника - взрослая
ВЯЧЕСЛАВА ШИШКОВА|32/15|САНКТ-ПЕТЕРБУРГ|АПТЕКА 'НЕВИС' № 58|Аптека
Г.КРАСНОГОРСК|УЛ.УСПЕНСКАЯ, Д.5|КРАСНОГОРСК|КЛИНИКА МЕДСИ|Диагностический центр взрослый
ГАВРИЛОВА|1|КАЗАНЬ|КЛИНИКА НУРИЕВЫХ|Медицинский центр - взрослый
ГАГАРИНА|1|КОМИ-ПЕРМЯЦКИЙ АО,КУДЫМКАР|ГОР.ПОЛИКЛИНИКА КУДЫМКАРСКАЯ БУЗ|Поликлиника - взрослая
ГАГАРИНА|11|НИЖЕГОРОДСКАЯ ОБЛ.,СЕМЕНОВ|ПОЛИКЛИНИКА ЦРБ|Поликлиника - взрослая
ГАГАРИНА|121|КАЗАНЬ|ПОЛИКЛИНИКА ГБ № 16|Поликлиника - взрослая
ГАГАРИНА|14|ЧЕЛЯБИНСКАЯ ОБЛ.,КАТАВ-ИВАНОВСК|ПОЛИКЛИНИКА ПРИ ЦРБ|Поликлиника - взрослая
ГАГАРИНА|168|КРАСНОДАРСКИЙ КРАЙ,ЛАБИНСК|КВД|Диспансер
ГАГАРИНА|18|ЧЕЛЯБИНСК|ПОЛИКЛИНИКА  ГКБ № 10 МУЗ|Поликлиника - взрослая
ГАГАРИНА|4|ВЛАДИМИРСКАЯ ОБЛ.,КОЛЬЧУГИНО|ПОЛИКЛИНИКА ПРИ ЦРБ|Поликлиника - взрослая
ГАГАРИНА|56|АРХАНГЕЛЬСКАЯ ОБЛ.,РП ПЛЕСЕЦК|ПОЛИКЛИНИКА ПРИ ЦРБ ПЛЕСЕЦКОЙ|Поликлиника - взрослая
ГАГАРИНА|6А|МО,ЩЕЛКОВО-3|ГОР.ПОЛИКЛИНИКА №  3|Поликлиника - взрослая
ГАГАРИНА ПР-Т|15|ЙОШКАР-ОЛА|ГОР.ПОЛИКЛИНИКА №  1|Поликлиника - взрослая
ГАГАРИНА ПР-Т|23|ОРЕНБУРГ|ПОЛИКЛИНИКА БСМП №  1 КЛИНИЧЕСКОЙ ГОРОДСКОЙ МУЗ|Поликлиника - взрослая
ГАГАРИНА УЛ.|4|ТОМСК|ПОЛИКЛИНИКА №  2 ГБ №  2 МЛПМУ|Поликлиника - взрослая
ГАЗЕТНЫЙ ПЕР.|99|РОСТОВ-НА-ДОНУ Г.|МСЧ ОАО ДОНСКОЙ ТАБАК|Мед.сан.часть (поликлиника)
ГАЛАКТИОНОВА УЛ.|88|ТАТАРСТАН,ЧИСТОПОЛЬ|ПОЛИКЛИНИКА ЦРБ|Поликлиника - взрослая
ГАЛАКТИОНОВСКАЯ УЛ.|106А|САМАРА|КЛИНИКА 'ЛОР'|Поликлиника - взрослая
ГАЛКИНА|31|ТУЛА|ЦЕНТР ПЛАНИРОВАНИЯ СЕМЬИ ГОРОДСКОЙ ГБ №  2|Медицинский центр - взрослый
ГАМАЛЕИ|18|МОСКВА|МЕД.ЦЕНТР ФИНИСТ|Медицинский центр - взрослый
ГАРИБАЛЬДИ|-|МОСКВА|КЛИНИКА ЧАСТНЫЙ ДОКТОР|Кабинет частной практики
ГВАРДЕЙСКАЯ УЛ.|3|НОВОЧЕРКАССК Г.|ГБ №2 Г.НОВОЧЕРКАССКА. ПОЛИКЛИНИКА|Поликлиника - взрослая
ГЕНЕРАЛА БЕЛОВА|-|МОСКВА|ГОР.ПОЛИКЛИНИКА № 54 МУЗ|Поликлиника - взрослая
ГЕНЕРАЛА БЕЛОВА|51 К.1А|МОСКВА|АПТЕКА №420 'ФАРМАКИО'|Аптека
ГЕНЕРАЛА БЕЛОВА|9К2|МОСКВА|АПТЕКА 'СКОБЕЛЕВА М. А.' ИП 'СОЮЗ-ФАРМА' ПБОЮЛ|Аптека
ГЕНЕРАЛА ЛИЗЮКОВА|16|ВОРОНЕЖ|АПТЕКА 'МЛАДЛЕНА' ООО|Аптека
ГЕНЕРАЛА ЛИЗЮКОВА|24|ВОРОНЕЖ|ГОР.ПОЛИКЛИНИКА №  4|Поликлиника - взрослая
ГЕНЕРАЛА ЛИЗЮКОВА|25|ВОРОНЕЖ|АПТЕКА 'ЗЕЛЕНАЯ АПТЕКА' №  5|Аптека
ГЕНЕРАЛА ЛИЗЮКОВА|38Е|ВОРОНЕЖ|АПТЕКА 'БНЛ-ФАРМ'|Аптека
ГЕНЕРАЛА ПОПОВА|18|КАЛУГА|ПОЛИКЛИНИКА ГБ №  5 ФИЛИАЛ МУЗ|Поликлиника - взрослая
ГЕНЕРАЛА ХАЗОВА|20|САНКТ-ПЕТЕРБУРГ|АПТЕКА 'ПЕТЕРБУРГСКИЕ АПТЕКИ' №249 ОАО|Аптека
ГЕОЛОГОРАЗВЕДЧИКОВ ПР.|01.фев|ТЮМЕНЬ|НИИ КРАЕВОЙ ПАТОЛОГИИ|Поликлиника - взрослая
ГЕРМАНА ЛОПАТИНА|03.фев|НИЖНИЙ НОВГОРОД|АПТЕКА 'НАШ ДОКТОР' 'ВИТА +' ООО|Сетевая аптека
ГЕРОЕВ АЛЕКСИНЦЕВ|13|ТУЛЬСКАЯ ОБЛ.,АЛЕКСИН|ГОР.ПОЛИКЛИНИКА №  1|Поликлиника - взрослая
ГЕРОЕВ СИБИРЯКОВ УЛ.|69|ВОРОНЕЖ|АПТЕКА 'ВАША ПОМОЩЬ'|Аптека
ГЕРОЕВ СТАЛИНГРАДА ПР-Т|49Б|ВОЛГОГРАД|АПТЕКА 'ИП ЕВСТАФЬЕВА'|Аптека
ГЕРОЕВ СТРАТОСФЕРЫ|1|ВОРОНЕЖ|АПТЕКА 'МЕЖДУНАРОДНАЯ'|Аптека
ГИДРОМОНТАЖНАЯ|46|НОВОСИБИРСК|ПОЛИКЛИНИКА ПРИ ГБ №  3|Поликлиника - взрослая
ГЛАВНАЯ|1|САМАРА|ГОР.ПОЛИКЛИНИКА № 10 ОТДЕЛЕНИЕ №  2|Поликлиника - взрослая
ГЛАДКОВА|33|ЧЕБОКСАРЫ|ПОЛИКЛИНИКА ЦЕНТРА ТРАВМАТ. ОРТОПЕДИИ И ЭНДОПРОТЕЗИРОВ.ФГУ|Поликлиника - взрослая
ГЛИНКИ|23|КРАСНОЯРСК|ПОЛИКЛИНИКА №  3 ГКБ №  5|Поликлиника - взрослая
ГЛИНКИ|3А|ОМСК|ПОЛИКЛИНИКА №  1 ПРИ ГБ №  3 ФИЛИАЛ|Поликлиника - взрослая
ГЛИНКИ|8|САНКТ-ПЕТЕРБУРГ|ГОР.ПОЛИКЛИНИКА № 27 ДНЕВНОЙ СТАЦИОНАР|Поликлиника - взрослая
ГОГОЛЯ|10|БАШКОРТОСТАН,ОКТЯБРЬСКИЙ|ПОЛИКЛИНИКА №  1 ГБ №  1|Поликлиника - взрослая
ГОГОЛЯ|3|ПЕРМСКАЯ ОБЛ.,КУНГУР|ГОР.ПОЛИКЛИНИКА ЦЕНТРАЛЬНАЯ  МУЗ|Поликлиника - взрослая
ГОГОЛЯ|73А|КРАСНОДАРСКИЙ КРАЙ,ТИХОРЕЦК|АПТЕКА 'ЮНОНА-ФАРМА' №  3 ООО|Сетевая аптека
ГОГОЛЯ УЛ.|225/1|НОВОСИБИРСК|ПОЛИКЛИНИКА № 10 КОНСУЛЬТАТИВНО-ДИАГНОСТИЧЕСКАЯ|Поликлиника - взрослая
ГОРОХОВАЯ|14/26|САНКТ-ПЕТЕРБУРГ|МЕД.ЦЕНТР 'АЛЬЯНС ЕВРАЗИЯ МЕДИЦИНА'|Медицинский центр - взрослый
ГОРЬКОГО|18|ЧЕЛЯБИНСК|ПОЛИКЛИНИКА №  1 ГКБ №  8 МУЗ|Поликлиника - взрослая
ГОРЬКОГО|19/29|МО,СТУПИНО|МЕД.ЦЕНТР 'ЕСО'|Медицинский центр - взрослый
ГОРЬКОГО|22|КРАСНОДАРСКИЙ КРАЙ,ЛАБИНСК|АПТЕКА 'ФАРМА'|Аптека
ГОРЬКОГО|24|ИРКУТСКАЯ ОБЛ.,АНГАРСК|ПОЛИКЛИНИКА ГКБ №  1|Поликлиника - взрослая
ГОРЬКОГО|31|СВЕРДЛОВСКАЯ ОБЛ.,ПОС.БУЛАНАШ|ГОР.ПОЛИКЛИНИКА 'ОБЩАЯ ВРАЧЕБНАЯ ПРАКТИКА'|Поликлиника - взрослая
ГОРЬКОГО|56|ВЛАДИМИР|АПТЕКА 'ФАРМАЦИЯ' № 71|Аптека
